no,ticker,name,industry_code,industry
869,035810,이지바이오,031008,동물용 사료 및 조제식품 제조업
870,090850,이지웰페어,105802,소프트웨어 개발 및 공급업
871,092130,이크레더블,106309,기타 정보 서비스업
872,016250,이테크건설,064101,건물 건설업
873,096040,이트론,032603,컴퓨터 및 주변장치 제조업
874,134060,이퓨쳐,105801,"서적, 잡지 및 기타 인쇄물 출판업"
875,001840,이화공영,064101,건물 건설업
876,024810,이화전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
877,041830,인바디,032701,의료용 기기 제조업
878,079950,인베니아,032902,특수 목적용 기계 제조업
879,060150,인선이엔티,053802,폐기물 처리업
880,033230,인성정보,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
881,037330,인지디스플레,032602,전자부품 제조업
882,083640,인콘,032604,통신 및 방송 장비 제조업
883,216050,인크로스,137103,광고업
884,049070,인탑스,032604,통신 및 방송 장비 제조업
885,119610,인터로조,032703,사진장비 및 광학기기 제조업
886,158310,인터불스,032902,특수 목적용 기계 제조업
887,017250,인터엠,032605,영상 및 음향기기 제조업
888,108790,인터파크,074709,무점포 소매업
889,035080,인터파크홀딩스,116409,기타 금융업
890,051370,인터플렉스,032602,전자부품 제조업
891,064290,인텍플러스,032902,특수 목적용 기계 제조업
892,189300,인텔리안테크,032604,통신 및 방송 장비 제조업
893,150840,인트로메딕,032701,의료용 기기 제조업
